Price,Open,High,Low,Vol.,Change %
246.85,241.3,247.09,241.19,22940000.0,0.018000000000000002
242.49,238.45,243.84,238.14,21190000.0,0.015300000000000001
238.82,235.79,239.63,235.52,18160000.0,-0.0002
238.86,236.92,240.26,235.33,20650000.0,0.0216
233.81,236.74,236.96,231.45,16160000.0,-0.0084
235.79,233.05,238.21,232.3,20450000.0,0.0116
233.08,236.17,236.75,230.72,19120000.0,-0.0012
233.37,231.46,235.88,231.08,16870000.0,0.0004
233.27,231.41,235.62,230.27,16399999.999999998,0.0021
232.78,232.24,234.68,229.85,27000000.0,-0.0032
233.52,236.06,238.2,232.93,17890000.0,-0.0148
237.03,239.47,241.75,232.75,34460000.0,-0.0092
239.24,243.18,244.92,238.99,24350000.0,-0.016200000000000003
243.18,238.62,244.0,236.46,29140000.0,0.011899999999999999
240.32,239.01,240.43,235.75,39550000.0,0.0074
238.56,239.89,241.68,236.77,71200000.0,0.1393
209.4,212.5,214.11,208.88,41990000.0,0.0089
207.55,210.82,211.26,207.13,19200000.0,-0.0246
212.79,213.68,213.92,210.71,15750000.0,-0.0005
212.89,210.21,213.41,209.58,17720000.0,-0.0008
213.07,213.48,216.75,212.77,16480000.0,-0.012199999999999999
215.7,213.47,217.33,212.93,15900000.0,-0.0101
217.89,219.91,220.44,216.21,12280000.0,-0.0044
218.86,219.79,220.98,217.13,15480000.0,-0.011899999999999999
221.49,217.88,222.11,217.55,21590000.0,0.0052
220.35,215.73,221.15,215.69,23310000.0,0.0297
214.0,214.84,216.84,212.58,18970000.0,0.0007000000000000001
213.85,215.48,216.02,213.41,16710000.0,-0.0042
214.75,214.71,215.66,210.66,16110000.0,-0.0062
216.1,209.25,216.94,208.65,26100000.0,0.0218
211.48,214.15,215.19,209.94,19400000.0,-0.0151
214.72,213.39,216.24,212.54,21030000.0,0.0077
213.07,208.84,213.49,208.2,17920000.0,0.0053
211.94,207.24,212.17,206.77,25440000.0,0.0197
207.84,203.38,208.09,202.82,22610000.0,0.0121
205.35,203.56,205.72,202.54,18850000.0,0.0233
200.68,200.15,201.03,197.9,19130000.0,-0.0106
202.84,204.81,205.86,201.36,18530000.0,-0.0154
206.01,205.18,207.58,203.55,27730000.0,0.0085
204.28,202.84,207.88,202.15,27390000.0,0.022400000000000003
199.81,202.5,207.37,199.67,28480000.0,-0.0116
202.16,203.2,203.55,197.95,31830000.0,0.022000000000000002
197.81,198.48,199.36,193.64,25190000.0,0.011200000000000002
195.61,200.56,201.9,195.43,50140000.0,-0.0455
204.93,198.26,205.76,196.09,50820000.0,0.0363
197.75,192.95,197.78,190.84,42120000.0,0.0192
194.02,187.58,194.32,186.56,41640000.0,0.0725
180.9,177.96,183.78,174.82,24730000.0,0.0077
179.51,181.01,184.77,178.8,25670000.0,-0.012
181.69,186.35,188.93,180.3,26580000.0,-0.0177
184.97,182.87,185.26,181.34,19430000.0,0.0025
184.51,189.0,190.36,184.01,36700000.0,-0.0021
184.9,188.0,189.66,184.64,33210000.0,-0.0019
185.25,178.92,186.62,177.05,45880000.0,0.061399999999999996
174.53,172.38,175.01,171.43,17360000.0,0.0064
173.42,174.59,177.85,173.05,31000000.0,-0.0087
174.94,171.9,177.55,171.87,46050000.0,0.0319
169.54,171.88,173.12,169.06,19280000.0,-0.005
170.39,168.64,170.72,167.66,19790000.0,-0.0096
172.04,172.0,173.69,169.38,20020000.0,0.0054
171.12,171.07,172.76,169.69,22430000.0,-0.005600000000000001
172.08,174.31,178.17,171.88,34590000.0,-0.0046
172.88,170.22,173.18,169.7,24170000.0,0.0026
172.44,172.75,175.85,171.79,25830000.0,-0.026600000000000002
177.16,176.41,178.19,175.33,25340000.0,-0.0129
179.48,177.16,181.51,175.88,24030000.0,0.0003
179.43,178.21,181.0,175.82,31460000.0,0.030299999999999997
174.15,176.35,178.89,173.35,33430000.0,-0.0212
177.92,186.13,186.65,177.27,37120000.0,-0.03
183.43,190.0,190.83,182.92,36140000.0,-0.042699999999999995
191.62,185.57,193.78,184.4,47080000.0,0.029900000000000003
186.06,186.53,190.7,185.52,42480000.0,-0.0025
186.53,183.46,196.77,182.89,76810000.0,-0.011899999999999999
188.77,183.38,197.16,180.16,150480000.0,0.2328
153.12,148.03,153.58,147.06,55660000.0,0.0279
148.97,147.95,149.88,147.52,29840000.0,0.013000000000000001
147.06,149.4,151.12,146.95,28040000.0,-0.0308
151.74,148.24,153.19,147.39,35770000.0,0.0301
147.3,144.4,147.51,143.3,25480000.0,0.040999999999999995
141.5,141.22,143.17,140.31,26620000.0,-0.0115
143.14,141.69,145.0,141.36,21970000.0,-0.0009
143.27,139.29,143.76,138.66,27470000.0,0.027999999999999997
139.37,135.89,139.94,134.61,28690000.0,0.023700000000000002
136.15,132.49,137.45,132.14,28630000.0,0.0235
133.02,135.81,137.25,132.8,20220000.0,-0.0173
135.36,136.18,136.75,134.25,21150000.0,-0.0118
136.98,134.97,137.39,134.84,22420000.0,0.002
136.71,133.44,137.68,131.76,30760000.0,0.0287
132.89,130.96,133.85,130.34,25420000.0,-0.0008
132.99,127.27,133.44,127.15,28680000.0,0.027200000000000002
129.47,131.16,132.95,129.28,26650000.0,-0.0042
130.02,128.97,130.33,126.04,27580000.0,0.024300000000000002
126.94,126.13,128.52,124.54,25450000.0,-0.0034000000000000002
127.37,127.38,129.05,125.85,32400000.0,0.021099999999999997
124.74,122.82,126.37,122.28,35530000.0,0.0366
120.34,118.16,120.42,117.74,19580000.0,0.0007000000000000001
120.26,116.4,121.03,115.77,22370000.0,0.0401
115.62,116.25,118.15,115.51,19610000.0,-0.0108
116.88,117.93,118.6,116.05,21390000.0,-0.0098
118.04,116.03,118.18,115.54,17800000.0,0.0079
117.12,117.2,118.62,114.38,23620000.0,-0.022000000000000002
119.76,116.7,120.34,115.62,20390000.0,0.022799999999999997
117.09,113.26,117.33,112.46,28740000.0,0.022799999999999997
114.48,116.83,117.8,114.33,29770000.0,-0.0414
119.43,120.23,123.31,118.82,67060000.0,0.0282
116.15,118.33,118.63,114.01,34530000.0,-0.0447
121.59,119.39,124.14,119.39,36920000.0,0.012
120.15,122.13,123.3,118.64,44700000.0,0.047400000000000005
114.71,115.18,115.72,113.14,24750000.0,-0.0103
115.9,115.3,117.54,113.87,26030000.0,0.0049
115.33,116.39,117.34,114.59,30620000.0,0.0123
113.93,113.76,115.88,112.88,29460000.0,-0.0017000000000000001
114.12,119.91,120.55,113.74,43690000.0,-0.0679
122.43,121.75,124.67,121.35,35470000.0,-0.0086
123.49,117.83,124.04,117.61,39950000.0,0.0253
120.44,119.2,121.2,118.4,36550000.0,0.019799999999999998
118.1,109.5,118.16,109.38,43350000.0,0.0789
109.46,109.54,110.94,108.54,23900000.0,0.0063
108.78,110.78,112.04,108.38,23330000.0,-0.0236
111.41,111.3,112.73,111.02,12010000.0,-0.0074
112.24,111.72,112.67,110.73,21340000.0,0.0072
111.44,109.86,111.62,108.32,29030000.0,0.0144
109.86,111.52,112.37,109.19,24350000.0,-0.0195
112.05,113.8,114.32,110.62,33360000.0,0.0054
111.45,110.41,112.33,109.8,35090000.0,-0.015700000000000002
113.23,114.5,116.07,112.66,33290000.0,-0.0329
117.08,116.07,118.74,114.41,50670000.0,0.025
114.22,110.99,116.27,110.8,53390000.0,0.0106
113.02,109.23,114.9,108.81,59960000.0,0.0103
111.87,107.12,112.75,104.61,80670000.0,0.1025
101.47,101.72,104.9,100.74,107680000.0,0.0518
96.47,95.92,97.8,94.79,52090000.0,-0.0026
96.72,94.78,96.88,93.1,81990000.0,0.0653
90.79,90.35,91.39,88.09,55640000.0,0.021099999999999997
88.91,90.08,90.46,88.41,60660000.0,-0.018000000000000002
90.54,94.21,95.2,90.48,71820000.0,-0.0489
95.2,94.33,97.49,93.55,110190000.0,0.0219
93.16,98.22,99.32,92.6,121360000.0,-0.060899999999999996
99.2,99.58,100.85,97.51,95930000.0,0.0129
97.94,97.97,102.5,96.38,232320000.0,-0.24559999999999998
129.82,131.68,135.55,128.53,89290000.0,-0.0559
137.51,130.88,138.35,130.59,38430000.0,0.0601
129.72,127.25,133.48,124.57,63560000.0,-0.0022
130.01,126.31,130.12,125.44,46350000.0,-0.0116
131.53,132.93,136.77,131.31,26360000.0,-0.0128
133.23,132.89,137.0,132.22,30690000.0,0.0032
132.8,137.09,137.84,131.4,25440000.0,-0.009300000000000001
134.04,130.3,134.79,130.18,29610000.0,0.0574
126.76,131.0,131.79,126.52,23560000.0,-0.0271
130.29,123.53,131.14,122.53,34330000.0,0.0219
127.5,128.32,129.67,126.25,34610000.0,-0.008100000000000001
128.54,131.62,132.66,126.99,38480000.0,-0.0392
133.79,133.55,136.11,131.87,24020000.0,0.0025
133.45,136.76,138.29,132.44,33210000.0,-0.0404
139.07,137.71,141.45,136.6,36230000.0,0.0006
138.98,138.24,140.21,134.78,27980000.0,-0.009300000000000001
140.28,140.49,142.39,139.34,34670000.0,0.012
138.61,137.14,139.62,136.1,27720000.0,0.0216
135.68,136.05,140.99,135.5,33170000.0,-0.0054
136.41,139.36,139.84,135.2,38990000.0,-0.036699999999999997
141.61,134.62,142.03,134.27,32659999.999999996,0.0536
134.4,137.92,139.42,134.12,30830000.0,-0.0144
136.37,140.12,142.24,136.19,30500000.0,-0.0288
140.41,141.42,142.62,138.89,31710000.0,-0.0169
142.82,141.55,144.58,140.87,34420000.0,0.0049
142.12,146.39,149.6,142.0,38340000.0,-0.027200000000000002
146.09,145.77,148.84,145.22,23220000.0,-0.013000000000000001
148.02,145.24,148.58,145.1,22170000.0,0.0118
146.29,148.05,148.58,144.29,40120000.0,-0.0218
149.55,149.8,154.2,148.7,34610000.0,-0.0127
151.47,153.33,153.54,149.05,43060000.0,-0.0108
153.13,161.54,161.63,152.67,44440000.0,-0.09369999999999999
168.96,167.39,171.39,167.28,23220000.0,-0.0011
169.15,163.25,169.54,163.02,22130000.0,0.0437
162.06,158.71,162.23,157.74,22530000.0,0.0104
160.39,157.76,160.96,156.81,16830000.0,0.011699999999999999
158.54,160.1,161.69,157.69,19340000.0,-0.0111
160.32,167.45,167.93,159.22,22630000.0,-0.0305
165.36,163.58,167.36,160.35,30150000.0,0.0149
162.93,167.07,167.84,162.14,40950000.0,0.036699999999999997
157.16,160.35,161.66,155.91,19570000.0,-0.0126
159.17,160.65,163.05,159.01,20050000.0,-0.0161
161.78,168.48,170.92,161.67,24020000.0,-0.0415
168.78,165.18,168.88,164.02,15550000.0,0.0338
163.26,160.6,165.46,159.77,20890000.0,0.013300000000000001
161.11,162.48,165.05,160.7,18110000.0,-0.011899999999999999
163.05,165.49,165.49,162.26,19500000.0,-0.0292
167.96,170.2,172.32,167.05,26240000.0,-0.0384
174.66,174.34,175.76,171.86,18840000.0,-0.0011
174.85,176.76,178.14,174.17,20120000.0,-0.025699999999999997
179.47,179.44,180.99,177.04,21160000.0,-0.0079
180.89,178.96,181.44,178.2,15880000.0,0.0022
180.5,180.81,181.46,178.91,21270000.0,0.017
177.49,179.71,183.1,176.37,24080000.0,-0.0048
178.34,175.99,180.48,173.95,30260000.0,0.0582
168.53,168.95,169.53,166.6,18660000.0,-0.0101
170.25,168.0,177.51,167.13,27300000.0,0.018799999999999997
167.11,166.99,171.61,165.8,25830000.0,-0.0203
170.57,168.29,172.15,166.8,23940000.0,0.0105
168.8,162.69,169.54,161.57,31720000.0,0.0537
160.19,158.31,162.24,158.01,27370000.0,0.0016
159.93,157.25,165.19,155.23,40600000.0,0.0052
159.1,157.69,160.14,155.17,42070000.0,-0.0101
160.72,161.06,161.51,154.85,73210000.0,-0.052199999999999996
169.58,162.59,170.87,162.02,43850000.0,0.0655
159.15,165.94,166.0,157.95,28470000.0,-0.045
166.65,169.0,170.57,164.8,26170000.0,-0.0155
169.27,173.07,175.6,168.41,42580000.0,-0.0759
183.17,180.63,183.85,178.87,27200000.0,0.0004
183.09,177.49,183.6,176.7,24780000.0,0.0416
175.78,170.37,176.49,169.51,25930000.0,0.051100000000000007
167.23,166.75,171.68,165.64,23570000.0,0.0154
164.7,160.54,164.98,159.82,23340000.0,0.0421
158.05,161.22,162.59,157.28,23770000.0,-0.0333
163.49,160.16,164.98,159.61,16559999.999999998,0.0013
163.27,164.8,165.91,162.1,16640000.0,0.0024
162.88,167.07,167.49,161.91,21910000.0,-0.046799999999999994
170.88,169.98,172.4,168.15,19250000.0,-0.0076
172.19,169.45,172.72,167.78,24080000.0,0.0143
169.77,168.2,171.59,165.46,23090000.0,0.009399999999999999
168.19,158.14,168.25,157.02,28660000.0,0.051
160.03,160.31,160.62,155.0,31420000.0,-0.0076
161.25,162.15,165.23,158.49,35250000.0,-0.016399999999999998
163.94,163.57,166.33,160.32,28600000.0,0.0203
160.68,169.9,171.3,160.61,27790000.0,-0.052000000000000005
169.49,171.32,171.75,168.01,29170000.0,-0.0039000000000000003
170.16,161.73,170.25,161.3,68740000.0,0.0719
158.75,156.27,159.75,154.25,40500000.0,0.018600000000000002
155.85,158.38,160.79,155.44,47600000.0,-0.0076
157.05,165.93,167.76,155.97,50720000.0,-0.0409
163.74,161.68,165.9,159.9,31370000.0,0.0178
160.87,163.72,165.08,159.61,26940000.0,-0.0501
169.35,167.2,172.16,163.98,30010000.0,0.034300000000000004
163.73,166.03,166.75,161.36,27240000.0,-0.0032
164.26,170.59,172.57,164.03,31750000.0,-0.0644
175.57,183.04,183.1,175.02,27480000.0,-0.0458
184.0,194.28,199.45,183.68,23500000.0,-0.0643
196.64,194.67,202.03,194.41,22270000.0,0.0051
195.65,191.93,196.53,191.49,18830000.0,0.0072
194.25,193.99,196.92,188.4,30570000.0,0.0182
190.78,195.98,196.61,189.78,19460000.0,-0.0406
198.86,188.45,200.93,187.73,31950000.0,0.0542
188.64,196.51,199.53,185.0,36620000.0,-0.0258
193.64,194.88,197.6,192.01,25920000.0,-0.0076
195.13,191.36,195.33,189.8,22560000.0,0.0183
191.63,182.88,192.83,182.26,23060000.0,0.0424
183.83,180.4,185.45,179.32,27560000.0,0.0141
181.28,180.55,183.68,176.11,50240000.0,-0.0762
196.23,195.19,196.99,191.24,22760000.0,0.0139
193.54,194.97,197.91,187.87,31470000.0,0.0118
191.29,191.2,195.29,189.6,24450000.0,-0.0049
192.24,200.0,201.0,191.63,23810000.0,-0.0512
202.62,202.12,205.46,198.36,24870000.0,0.0129
200.04,197.05,205.37,195.93,27110000.0,0.0070999999999999995
198.62,192.58,199.89,191.28,24550000.0,0.038599999999999995
191.24,187.06,198.05,184.78,38260000.0,0.0132
188.74,196.32,200.67,188.27,31150000.0,-0.0451
197.65,199.51,202.96,194.19,34450000.0,0.0073
196.21,199.84,202.57,195.58,36300000.0,-0.0371
203.77,207.34,209.38,201.02,34750000.0,-0.0217
208.28,218.74,220.17,206.16,41130000.0,-0.0677
223.41,210.65,224.3,206.96,41380000.0,0.0537
212.03,210.45,214.9,208.09,41560000.0,0.0043
211.13,201.16,211.88,200.99,49920000.0,0.053200000000000004
200.47,204.46,212.48,199.9,49190000.0,-0.0256
205.73,202.92,208.53,192.9,100890000.0,0.1759
174.95,174.43,181.21,169.0,71060000.0,-0.0332
180.95,186.63,187.19,179.5,31750000.0,-0.0323
186.99,182.73,187.18,181.66,29280000.0,0.015600000000000001
184.11,190.37,192.72,183.27,36430000.0,-0.021099999999999997
188.07,201.6,202.97,185.58,49950000.0,-0.0616
200.42,213.6,214.16,198.92,43040000.0,-0.07769999999999999
217.31,210.52,218.43,209.0,20090000.0,0.031
210.77,210.0,213.38,208.3,16579999.999999998,0.0028000000000000004
210.18,214.89,214.99,210.0,18380000.0,-0.022400000000000003
214.99,211.82,216.61,211.33,19230000.0,0.004
214.14,220.24,222.03,213.13,20130000.0,-0.010700000000000001
216.46,218.42,220.61,215.22,20520000.0,-0.0264
222.33,222.38,225.13,220.03,18380000.0,-0.0028000000000000004
222.95,223.93,225.52,218.56,21040000.0,-0.0016
223.3,226.91,228.99,221.41,29000000.0,-0.0368
231.84,234.08,236.86,231.02,29730000.0,-0.0088
233.89,225.98,234.35,225.86,28100000.0,0.04019999999999999
224.85,224.55,227.28,222.7,19540000.0,0.011200000000000002
222.36,228.45,228.49,222.26,24190000.0,-0.0241
227.85,228.91,231.15,226.71,25590000.0,-0.0087
229.86,226.07,230.89,225.29,31420000.0,0.027999999999999997
223.59,222.13,224.04,219.54,26220000.0,0.008
221.82,220.51,225.5,218.89,40040000.0,0.0102
219.57,215.0,220.67,214.79,31500000.0,0.0286
213.46,213.33,216.8,212.16,23720000.0,-0.0147
216.65,211.37,219.46,210.18,32000000.0,0.024399999999999998
211.49,214.5,214.71,207.63,30140000.0,-0.0231
216.49,206.7,216.8,206.0,52130000.0,0.0416
207.84,201.7,208.04,201.11,29500000.0,0.0207
203.63,194.7,203.73,194.52,40640000.0,0.0604
192.03,190.8,192.28,185.91,31720000.0,0.028900000000000002
186.63,187.03,192.29,185.82,31010000.0,-0.0052
187.61,192.63,193.56,186.67,34690000.0,-0.038900000000000004
195.21,194.84,196.28,191.07,24850000.0,-0.0166
198.5,195.74,199.1,193.92,31890000.0,0.0431
190.29,187.85,196.7,186.11,37510000.0,0.015
187.47,200.79,200.89,187.28,38560000.0,-0.0629
200.06,202.37,205.89,198.79,32150000.0,-0.0143
202.97,209.01,209.08,201.42,27260000.0,-0.024700000000000003
208.11,204.78,209.15,202.02,29450000.0,0.0227
203.49,209.87,211.75,202.22,27090000.0,-0.035699999999999996
211.03,207.68,213.15,206.83,34240000.0,0.0026
210.48,204.94,211.32,203.18,37630000.0,0.0139
207.6,191.06,208.35,190.22,49960000.0,0.0461
198.45,204.16,206.94,198.05,44480000.0,-0.018000000000000002
202.08,202.34,207.48,200.06,39850000.0,-0.019799999999999998
206.16,209.39,210.75,205.18,37130000.0,-0.0075
207.71,214.02,217.5,207.16,38750000.0,-0.0408
216.54,212.41,217.46,212.36,45820000.0,-0.0202
221.0,220.47,221.15,215.06,42690000.0,0.0152
217.7,219.31,221.0,214.78,38180000.0,-0.0084
219.55,228.46,230.42,218.77,46160000.0,-0.0374
228.07,228.27,235.0,226.7,49310000.0,-0.0169
232.0,224.2,233.37,222.21,86560000.0,0.0537
220.18,220.85,225.77,216.15,94730000.0,-0.021
224.91,237.7,238.3,224.01,88610000.0,-0.051399999999999994
237.09,234.97,242.61,230.11,89340000.0,-0.0028000000000000004
237.76,244.65,248.0,235.75,188120000.0,-0.2639
323.0,327.82,328.0,316.87,58460000.0,0.0125
319.0,314.56,319.66,312.12,18020000.0,0.0183
313.26,300.68,313.79,299.32,21580000.0,0.0383
301.71,295.62,301.9,293.03,21870000.0,0.024
294.64,297.75,301.71,294.26,21630000.0,0.0
294.63,307.01,307.51,290.85,28350000.0,-0.0184
300.15,299.95,306.23,297.58,25110000.0,-0.0277
308.71,297.84,309.53,289.01,38940000.0,0.0183
303.17,314.81,318.31,303.04,28710000.0,-0.042300000000000004
316.56,323.9,327.82,315.98,16930000.0,-0.0095
319.59,319.58,327.1,319.33,20810000.0,0.0045000000000000005
318.15,323.29,324.21,317.64,22680000.0,-0.0414
331.9,321.79,332.73,321.21,16870000.0,0.0166
326.48,334.98,335.63,325.76,14800000.0,-0.0203
333.26,335.18,336.37,330.03,14100000.0,-0.0033
334.37,326.78,334.63,325.28,16230000.0,0.0192
328.07,325.31,328.34,315.43,24940000.0,-0.011200000000000002
331.79,332.74,337.0,328.88,14720000.0,-0.002
332.46,322.82,339.17,322.72,27960000.0,0.0256
324.17,333.02,335.76,323.84,20560000.0,-0.036699999999999997
336.53,339.95,343.09,331.87,16000000.0,-0.0059
338.54,338.3,341.08,337.19,14560000.0,0.006500000000000001
336.35,343.01,343.44,336.27,12870000.0,-0.0233
344.36,344.0,347.23,343.22,10590000.0,0.0040999999999999995
342.94,346.91,349.69,341.64,10750000.0,-0.0095
346.22,346.63,352.71,345.2,16640000.0,0.0001
346.18,338.85,347.87,338.01,17800000.0,0.0326
335.24,330.1,336.67,328.36,13990000.0,0.014499999999999999
330.45,333.8,334.51,328.26,16760000.000000002,-0.011200000000000002
334.2,326.41,336.0,323.75,16120000.000000002,0.0269
325.45,329.77,329.9,322.53,17900000.0,-0.025
333.79,332.8,337.11,330.75,40010000.0,-0.0033
334.9,338.98,344.46,333.74,22640000.0,-0.019799999999999998
341.66,332.49,342.11,323.98,24680000.0,0.023700000000000002
333.74,328.05,335.7,327.65,20460000.0,-0.0022
334.49,330.95,341.09,329.59,22950000.0,0.0144
329.75,332.56,335.03,326.37,14530000.0,-0.0002
329.82,329.54,336.13,328.0,16880000.0,-0.0022
330.56,325.0,332.75,323.07,19940000.0,0.024
322.81,321.57,326.54,321.0,18790000.0,0.0155
317.87,308.13,320.1,306.34,21760000.0,0.0359
306.84,313.73,313.75,299.5,27470000.0,-0.011399999999999999
310.39,311.4,314.6,307.2,24400000.0,-0.0007000000000000001
310.6,330.29,330.5,310.29,30380000.0,-0.042699999999999995
324.46,335.0,335.81,323.43,25390000.0,-0.0401
338.03,336.89,340.67,335.31,16649999.999999998,0.0147
333.12,335.8,337.75,331.9,14750000.0,-0.0233
341.06,336.0,341.78,332.81,13570000.0,0.0113
337.25,338.93,341.4,333.5,17220000.0,-0.011000000000000001
341.01,349.05,353.83,340.51,27120000.0,-0.0124
345.3,342.2,352.1,339.9,26490000.0,0.0195
338.69,339.72,342.46,335.3,17490000.0,-0.0060999999999999995
340.77,344.24,347.3,340.1,13600000.0,-0.0064
342.96,343.83,346.65,340.87,18180000.0,-0.0132
347.56,344.34,353.65,343.2,25080000.0,0.0196
340.89,330.18,341.86,329.78,25410000.0,0.0401
327.74,329.82,332.46,327.0,12380000.0,0.0003
327.64,332.49,333.19,325.51,21870000.0,-0.023
335.37,340.0,341.31,334.47,17560000.0,-0.0096
338.62,344.42,344.79,338.34,18340000.0,-0.0074
341.13,340.31,346.79,339.64,26870000.0,0.015700000000000002
335.85,334.01,337.27,332.65,22500000.0,0.0128
331.62,327.49,332.15,323.2,20790000.0,0.0108
328.08,331.38,334.79,323.8,28350000.0,-0.0058
329.98,326.04,333.45,326.0,31520000.0,0.019799999999999998
323.57,320.19,326.0,319.6,37060000.0,0.021
316.92,312.99,325.52,308.11,50810000.0,0.0151
312.22,314.19,319.25,312.06,29970000.0,-0.011399999999999999
315.81,328.26,330.21,309.6,65650000.00000001,-0.0392
328.69,320.3,329.56,319.72,38410000.0,0.0126
324.61,326.35,329.63,321.11,35220000.0,-0.050499999999999996
341.88,340.27,342.31,337.8,16350000.000000002,0.0032
340.78,343.44,343.98,339.45,13640000.0,0.0023
339.99,339.64,342.46,337.28,18790000.0,0.0139
335.34,328.95,335.89,327.5,21590000.0,0.0326
324.76,328.68,329.07,322.51,21600000.0,-0.0115
328.53,328.36,330.52,327.1,14300000.0,0.0123
324.54,326.97,327.0,322.66,14760000.0,0.0024
323.77,323.03,324.38,317.37,31660000.0,-0.0052
325.45,327.62,330.46,325.31,14710000.0,-0.0139
330.05,331.51,333.4,328.71,15950000.0,0.0025
329.22,337.0,338.84,328.98,28310000.0,-0.0132
333.64,329.74,334.38,325.8,26440000.0,0.002
332.96,328.58,335.18,326.16,35380000.0,0.0206
326.23,335.53,335.94,322.7,42880000.0,-0.0489
343.01,341.61,345.02,338.64,14910000.0,0.010700000000000001
339.39,340.44,342.8,338.15,16550000.0,-0.0006
339.61,343.15,345.23,338.88,14450000.0,-0.0031
340.65,347.97,349.6,338.92,21710000.0,-0.0366
353.58,349.81,355.15,347.08,15210000.0,0.0018
352.96,343.24,354.35,342.37,18800000.0,0.0202
345.96,345.36,349.67,343.0,21810000.0,0.008
343.21,347.23,349.84,340.69,43690000.0,-0.039900000000000005
357.48,358.5,360.04,355.19,11750000.0,0.005
355.7,359.3,361.03,349.8,19820000.0,-0.024700000000000003
364.72,371.4,371.41,361.59,26300000.0,-0.022400000000000003
373.06,372.79,373.56,369.71,11930000.0,-0.0023
373.92,377.0,377.56,367.67,17940000.0,-0.0069
376.53,377.4,378.59,375.11,8710000.0,0.0001
376.51,381.68,381.75,374.35,13030000.0,-0.0058
378.69,381.36,383.79,378.26,11550000.0,0.0018
378.0,377.64,379.83,376.56,9100000.0,0.0011
377.57,380.16,380.87,374.79,11070000.0,-0.0121
